Code,Cross-Reference
213112,"Mining machinery and equipment repair and maintenance--are classified in Industry 811310, Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance."
213113,"Performing geophysical surveying and mapping services for coal on a contract or fee basis--are classified in Industry 541360, Geophysical Surveying and Mapping Services;"
213113,"Operating coal mines or quarries on a contract or fee basis--are classified in Industry 21211, Coal Mining, based on the type of coal mined; and"
213113,"Site preparation and related construction activities on a contract or fee basis--are classified in Industry 238910, Site Preparation Contractors."
213114,"Performing geophysical surveying and mapping services for metallic minerals on a contract or fee basis--are classified in Industry 541360, Geophysical Surveying and Mapping Services;"
213114,"Operating metallic mineral mines or quarries on a contract or fee basis--are classified in Industry Group 2122, Metal Ore Mining, based on the type of ore mined; and"
213114,"Site preparation and related construction activities on a contract or fee basis--are classified in Industry 238910, Site Preparation Contractors."
213115,"Performing geophysical surveying and mapping services for nonmetallic minerals on a contract or fee basis--are classified in Industry 541360, Geophysical Surveying and Mapping Services;"
213115,"Operating nonmetallic mineral mines or quarries on a contract or fee basis--are classified in Industry Group 2123, Nonmetallic Mineral Mining and Quarrying, based on the type of mineral mined or quarried; and"
213115,"Site preparation and related construction activities on a contract or fee basis--are classified in Industry 238910, Site Preparation Contractors."
22111,"Establishments primarily engaged in operating trash incinerators that also generate electricity are classified in Industry 56221, Waste Treatment and Disposal."
221117,"Establishments primarily engaged in operating trash disposal incinerators that also generate electricity are classified in U.S. Industry 562213, Solid Waste Combustors and Incinerators."
221118,"Operating trash disposal incinerators that also generate electricity--are classified in U.S. Industry 562213, Solid Waste Combustors and Incinerators;"
221118,"Operating hydroelectric power generation facilities--are classified in U.S. Industry 221111, Hydroelectric Power Generation;"
221118,"Operating fossil fuel powered electric power generation facilities--are classified in U.S. Industry 221112, Fossil Fuel Electric Power Generation;"
221118,"Operating nuclear electric power generation facilities--are classified in U.S. Industry 221113, Nuclear Electric Power Generation;"
221118,"Operating solar electric power generation facilities--are classified in U.S. Industry 221114, Solar Electric Power Generation;"
221118,"Operating wind electric power generation facilities--are classified in U.S. Industry 221115, Wind Electric Power Generation;"
221118,"Operating geothermal electric power generation facilities--are classified in U.S. Industry 221116, Geothermal Electric Power Generation; and"
221118,"Operating biomass electric power generation facilities--are classified in U.S. Industry 221117, Biomass Electric Power Generation."
22112,"Establishments primarily engaged in generating electric energy are classified in Industry 22111, Electric Power Generation."
221121,"Generating electric energy--are classified in Industry 22111, Electric Power Generation; and"
221121,"Distributing electricity to final consumers--are classified in U.S. Industry 221122, Electric Power Distribution."
221122,"Generating electric energy--are classified in Industry 22111, Electric Power Generation; and"
221122,"Transmitting electricity between generating sources or distribution centers--are classified in U.S. Industry 221121, Electric Bulk Power Transmission and Control."
221210,"Pipeline transportation of natural gas from process plants to local distribution systems--are classified in Industry 486210, Pipeline Transportation of Natural Gas; and"
221210,"Retailing liquefied petroleum (LP) gas via direct selling--are classified in Industry 454310, Fuel Dealers."
221320,"Operating waste treatment or disposal facilities (except sewer systems or sewage treatment facilities)--are classified in Industry 56221, Waste Treatment and Disposal;"
221320,"Pumping (i.e., cleaning) septic tanks and cesspools--are classified in U.S. Industry 562991, Septic Tank and Related Services; and"
221320,"Cleaning and rodding sewers and catch basins--are classified in U.S. Industry 562998, All Other Miscellaneous Waste Management Services."
23611,"Performing specialized construction work on houses and other residential buildings, generally on a subcontract basis--are classified in Subsector 238, Specialty Trade Contractors;"
23611,"Performing manufactured (mobile) home set up and tie-down work--are classified in Industry 23899, All Other Specialty Trade Contractors; and"
23611,"Constructing and leasing residential buildings on their own account--are classified in Industry 53111, Lessors of Residential Buildings and Dwellings."
236115,"Building single-family houses on their own account for sale as speculative builders or merchant builders--are classified in U.S. Industry 236117, New Housing For-Sale Builders;"
236115,"Remodeling or repairing existing houses and other residential buildings--are classified in U.S. Industry 236118, Residential Remodelers;"
236115,"Performing manufactured (mobile) home set up and tie-down work--are classified in Industry 238990, All Other Specialty Trade Contractors;"
236115,"Performing specialized construction work on houses and other residential buildings, generally on a subcontract basis--are classified in Subsector 238, Specialty Trade Contractors; and"
236115,"Constructing and leasing residential buildings on their own account--are classified in Industry 531110, Lessors of Residential Buildings and Dwellings."
236116,"Building multifamily buildings on their own account for sale as speculative builders or merchant builders--are classified in U.S. Industry 236117, New Housing For-Sale Builders;"
236116,"Remodeling or repairing existing multifamily housing and other residential buildings--are classified in U.S. Industry 236118, Residential Remodelers;"
236116,"Performing specialized construction work on multifamily housing and other residential buildings, generally on a subcontract basis--are classified in Subsector 238, Specialty Trade Contractors; and"
236116,"Constructing and leasing residential buildings on their own account--are classified in Industry 531110, Lessors of Residential Buildings and Dwellings."
236117,"Building single-family houses for others as general contractors--are classified in U.S. Industry 236115, New Single-Family Housing Construction (except For-Sale Builders);"
236117,"Building multifamily residential buildings for others as general contractors--are classified in U.S. Industry 236116, New Multifamily Housing Construction (except For-Sale Builders);"
236117,"Remodeling or repairing existing houses and other residential buildings, either for others or on own account for sale--are classified in U.S. Industry 236118, Residential Remodelers;"
236117,"Performing specialized construction work on houses or other residential buildings, generally on a subcontract basis--are classified in Subsector 238, Specialty Trade Contractors; and"
236117,"Constructing and leasing residential buildings on their own account--are classified in Industry 531110, Lessors of Residential Buildings and Dwellings."
236118,"Building single-family houses for others as general contractors--are classified in U.S. Industry 236115, New Single-Family Housing Construction (except For-Sale Builders);"
236118,"Building multifamily buildings for others as general contractors--are classified in U.S. Industry 236116, New Multifamily Housing Construction (except For-Sale Builders);"
236118,"Building houses or other residential buildings, on their own account for sale as speculative builders or merchant builders--are classified in U.S. Industry 236117, New Housing For-Sale Builders;"
236118,"Remodeling nonresidential buildings--are classified in Industry Group 2362, Nonresidential Building Construction, based on the type of structure being remodeled;"
236118,"Performing specialized construction work on houses or other residential buildings, generally on a subcontract basis--are classified in Subsector 238, Specialty Trade Contractors; and"
